ir,red
116604,100937
116709,101006
116791,100997
116781,101003
116832,100996
116882,101022
116970,101059
117050,101113
117087,101122
117112,101127
117188,101147
117311,101207
117323,101235
117379,101225
117362,101226
117384,101205
117456,101265
117456,101266
117489,101263
117383,101195
117421,101220
117449,101255
117399,101247
117396,101261
117360,101194
117312,101183
117344,101215
117343,101210
117286,101211
117229,101171
117206,101144
117273,101198
117221,101176
117187,101162
117155,101096
117130,101124
117143,101154
117200,101156
117182,101125
117136,101088
117137,101114
117184,101137
117191,101145
117192,101163
117183,101123
117185,101150
117271,101224
117275,101191
117287,101204
117259,101187
117284,101218
117403,101264
117416,101248
117397,101228
117410,101233
117464,101275
117527,101329
117548,101295
117540,101324
117524,101278
117577,101315
117629,101386
117686,101396
117700,101350
117675,101338
117721,101358
117769,101403
117774,101409
117806,101435
117780,101376
117833,101406
117892,101456
117915,101453
117944,101453
117918,101431
117958,101456
117994,101500
118027,101501
118017,101521
118000,101448
118040,101514
118100,101544
118067,101520
118115,101514
118082,101489
118141,101550
118157,101600
118156,101562
118155,101555
118138,101540
118191,101572
118257,101606
118281,101592
118244,101584
118242,101562
118288,101627
118317,101628
118303,101667
118315,101660
118287,101590
118419,101677
118418,101666
118485,101660
118422,101671
118434,101630
118468,101679
118524,101691
118557,101682
118568,101698
118508,101679
118568,101718
118639,101750
118619,101736
118627,101717
118607,101700
118694,101746
118722,101787
118712,101761
118701,101768
118731,101731
118781,101786
118825,101806
118821,101837
118836,101786
118805,101754
118902,101860
118889,101887
118953,101852
118983,101856
118934,101822
119057,101877
119099,101908
119084,101922
119085,101924
119110,101889
119147,101950
119208,101964
119274,101986
119264,101980
119262,101955
119363,102020
119410,102050
119403,102045
119425,102039
119401,102012
119503,102080
119518,102066
119507,102078
119421,102009
119304,101943
119170,101927
118984,101834
118687,101701
118328,101543
117886,101380
117616,101283
117270,101171
116915,101050
116618,100907
116380,100785
116241,100774
116070,100722
115911,100615
115781,100577
115663,100517
115629,100490
115568,100527
115498,100485
115430,100419
115366,100407
115436,100469
115426,100438
115406,100446
115364,100425
115369,100382
115472,100493
115526,100527
115546,100499
115498,100483
115564,100511
115664,100545
115769,100597
115795,100579
